imagelink,imagelink-href,title,artist,country,height,width,price,views,favorites,subject,mediums,date
"Ever in Your Favor","https://www.saatchiart.com/art/Painting-Ever-in-Your-Favor/867774/3458920/view","Ever in Your Favor","Shellie Garber","United States","14","11","190","200","7","Abstract","Acrylic","1488326400000"
"#162","https://www.saatchiart.com/art/Painting-162/811635/3538792/view","#162","Ollie Le Brocq","United Kingdom","8","12","274","10","2","Still Life","Oil","1483228800000"
"Then There Were 3","https://www.saatchiart.com/art/Painting-Then-There-Were-3/694217/3034835/view","Then There Were 3","Melinda Patrick","United States","12","12","240","476","14","Beach","Acrylic","1451606400000"
"Battle of The Royal Petticoats","https://www.saatchiart.com/art/Painting-Battle-of-The-Royal-Petticoats/831385/2709246/view","Battle of The Royal Petticoats","William Webster","United States","11","16","279","714","29","Fashion","Watercolor","1375401600000"
"Prolegomena #67","https://www.saatchiart.com/art/Painting-Prolegomena-67/313699/2440737/view","Prolegomena #67","Frederic Belaubre","France","16","11","160","1133","11","Abstract","Acrylic","1397088000000"
"Thrash","https://www.saatchiart.com/art/Painting-Thrash/704422/2602728/view","Thrash","Kristina Thalin","United States","13","14","190","182","9","Abstract","Acrylic","1420070400000"
"Golden Poppy","https://www.saatchiart.com/art/Painting-Golden-Poppy/512086/2806890/view","Golden Poppy","Yevgenia Watts","United States","6","6","239","515","35","Floral","Watercolor","1447113600000"
"man 24000","https://www.saatchiart.com/art/Painting-man-24000/13404/2205052/view","man 24000","Fred Bell","United States","5","7","240","1357","39","Men","Oil","1412640000000"
"Moving Mountains VIII","https://www.saatchiart.com/art/Painting-Moving-Mountains-VIII/553920/3119886/view","Moving Mountains VIII","Gianna D","United States","5","7","160","183","9","Landscape","Oil","1451606400000"
"Thunder I","https://www.saatchiart.com/art/Painting-Thunder-I/780908/2893931/view","Thunder I","Eda Oslu","Turkey","7","7","135","712","36","Abstract","Acrylic","1451606400000"
"A Blue Place","https://www.saatchiart.com/art/Painting-A-Blue-Place/958335/3532914/view","A Blue Place","Jasmine Farrow","United Kingdom","16","16","260","32","4","Abstract","Acrylic","1483228800000"
"Birds XXXVIII","https://www.saatchiart.com/art/Painting-Birds-XXXVIII/716816/2634048/view","Birds XXXVIII","Maria Iciak","Poland","9","12","240","1038","24","Animal","Watercolor","1420070400000"
"Gallus 3","https://www.saatchiart.com/art/Painting-Gallus-3/700719/2836633/view","Gallus 3","Will Eskridge","United States","10","7","150","499","20","Animal","Spray Paint","1449532800000"
"Still (7)","https://www.saatchiart.com/art/Painting-Still-7/677412/2976169/view","Still (7)","Inanda Page","South Africa","14","17","230","220","15","Seascape","Oil","1451606400000"
"A Different Answer","https://www.saatchiart.com/art/Painting-A-Different-Answer/693154/3462230/view","A Different Answer","Kerri Blackman","United States","12","12","140","101","8","Abstract","Acrylic, Pencil, Pastel","1483228800000"
"Brace Yourself","https://www.saatchiart.com/art/Painting-Brace-Yourself/958335/3529637/view","Brace Yourself","Jasmine Farrow","United Kingdom","16","16","260","20","0","Abstract","Acrylic","1451606400000"
"scotty's stone daily 116, 27 feb 2017","https://www.saatchiart.com/art/Painting-scotty-s-stone-daily-116-27-feb-2017/301909/3453604/view","scotty's stone daily 116, 27 feb 2017","Scott Hollingsworth","Spain","13","9","232","67","5","Nature","Watercolor, Acrylic","1483228800000"
"Poplars Puifferat","https://www.saatchiart.com/art/Painting-Poplars-Puifferat/10852/2937130/view","Poplars Puifferat","Paul Robinson","France","7","9","390","175","6","Landscape","Oil","1415750400000"
"Black Ribbon","https://www.saatchiart.com/art/Painting-Black-Ribbon/782532/2440774/view","Black Ribbon","Ewa Ludwiczak","Germany","12","9","190","682","19","Portrait","Watercolor","1388534400000"
"Red trees","https://www.saatchiart.com/art/Painting-Red-trees/315773/3527847/view","Red trees","Mandar Marathe","India","8","8","185","16","0","Landscape","Oil","1483228800000"
"Nude in the field","https://www.saatchiart.com/art/Painting-Nude-in-the-field/299465/2737525/view","Nude in the field","joao teixeira","Portugal","15","15","255","1150","13","Nude","Oil, wood","1420070400000"
"Hose pasture eyeball","https://www.saatchiart.com/art/Painting-Hose-pasture-eyeball/671590/3078425/view","Hose pasture eyeball","Christina Ko","United States","10","8","185","158","13","Abstract","Acrylic","1388534400000"
"Peek","https://www.saatchiart.com/art/Painting-Peek/321869/3542682/view","Peek","Shaina Craft","United States","4","4","270","36","2","Portrait","Oil","1483228800000"
"apple","https://www.saatchiart.com/art/Painting-apple/335494/2567450/view","apple","SANTHOSH C H","India","11","9","290","1387","32","Men","Ink, Watercolor","1352505600000"
"Autumn","https://www.saatchiart.com/art/Painting-Autumn/857122/3533371/view","Autumn","Wes Karchut","United States","12","9","135","40","2","Portrait","Watercolor","1483228800000"
"Magnetic North, Book 10 #49","https://www.saatchiart.com/art/Painting-Magnetic-North-Book-10-49/599547/2550560/view","Magnetic North, Book 10 #49","Heather Goodwind","United States","8","5","290","1762","52","Love","Acrylic, Pastel, Graphite, Pencil","1185840000000"
"///63","https://www.saatchiart.com/art/Painting-63/392396/2750173/view","///63","sonya shmyk","Russia","8","5","240","339","15","Body","Watercolor","1449619200000"
"Walk.....","https://www.saatchiart.com/art/Painting-Walk/481815/3264642/view","Walk.....","Konrad Biro","","15","9","290","350","14","Abstract","Acrylic, Oil","1451606400000"
"Nuremberg","https://www.saatchiart.com/art/Painting-Nuremberg/781213/2472038/view","Nuremberg","Irina Afonskaya","Bulgaria","13","13","190","375","6","Cities","Watercolor","994204800000"
"0907","https://www.saatchiart.com/art/Painting-0907/890209/3038992/view","0907","Tracy Schacht","United States","14","11","194","613","30","People","Paint","1356998400000"
"19mm x 50m 3","https://www.saatchiart.com/art/Painting-19mm-x-50m-3/126029/2047476/view","19mm x 50m 3","Dragomir Misina","United Kingdom","4","4","190","1715","27","Abstract","Acrylic","1398902400000"
"Grooming Bubi","https://www.saatchiart.com/art/Painting-Grooming-Bubi/770932/2599895/view","Grooming Bubi","Agnes Bodor","United States","20","14","220","514","26","Animal","Watercolor","1440547200000"
"Sheep at the Border","https://www.saatchiart.com/art/Painting-Sheep-at-the-Border/780788/2931492/view","Sheep at the Border","Bolas Gauzy","","16","14","245","584","23","Animal","Oil","1451606400000"
"Lotus Study I","https://www.saatchiart.com/art/Painting-Lotus-Study-I/843971/3439137/view","Lotus Study I","Caroline Ji","Canada","4","4","155","138","14","Floral","Oil","1483228800000"
"Cup Still Life (Pink Lustre)","https://www.saatchiart.com/art/Painting-Cup-Still-Life-Pink-Lustre/422278/3370474/view","Cup Still Life (Pink Lustre)","Julia Abele","Germany","11","11","200","470","14","Still Life","Acrylic","1483228800000"
"Discover","https://www.saatchiart.com/art/Painting-Discover/734803/3418419/view","Discover","Tim Pfeiffer","United States","8","8","135","45","4","Landscape","Oil","1451606400000"
"Party","https://www.saatchiart.com/art/Painting-Party/698897/2885597/view","Party","Owen Demers","United States","8","10","265","374","14","Abstract","encaustics","1105401600000"
"Happy Saturnalia!","https://www.saatchiart.com/art/Painting-Happy-Saturnalia/296875/2622948/view","Happy Saturnalia!","Andy Cumming","United Kingdom","16","16","330","813","22","Fantasy","Acrylic, Ink, Spray Paint, Household, Watercolor","1441756800000"
"Repair","https://www.saatchiart.com/art/Painting-Repair/95569/1672597/view","Repair","Olena Tsilujko","Ukraine","9","11","240","782","14","Abstract","Acrylic","1356998400000"
"Blue Bay | Emerald Blue","https://www.saatchiart.com/art/Painting-Blue-Bay-Emerald-Blue/693863/3390813/view","Blue Bay | Emerald Blue","M a r t y n o v a","United Kingdom","15","12","295","653","25","Abstract","Oil, Acrylic","1483228800000"
"Two fruits","https://www.saatchiart.com/art/Painting-Two-fruits/747303/2690858/view","Two fruits","Karina Plachetka","Germany","9","14","190","632","13","Food","Oil","1199145600000"
"listen to..","https://www.saatchiart.com/art/Painting-listen-to/952995/3447288/view","listen to..","Nataliia Reznikova","Ukraine","8","7","155","62","7","Women","Ink","1356998400000"
"Nightfall-Desert","https://www.saatchiart.com/art/Painting-Nightfall-Desert/614521/2485558/view","Nightfall-Desert","Carolyn Owen","United States","12","12","170","306","19","Abstract","Oil","1431648000000"
"Lethal Love","https://www.saatchiart.com/art/Painting-Lethal-Love/651434/3022902/view","Lethal Love","Rodrigue Semabia","United States","28","28","310","511","17","Abstract","Paper, Enamel, Acrylic","1451606400000"
"Broken Branch","https://www.saatchiart.com/art/Painting-Broken-Branch/872500/2974457/view","Broken Branch","Clifford Palmer","United Kingdom","15","11","215","214","12","Landscape","Oil","1451606400000"
"Nautical Horizon 7","https://www.saatchiart.com/art/Painting-Nautical-Horizon-7/796774/3326581/view","Nautical Horizon 7","Laura Spring","United States","12","12","140","274","25","Abstract","Oil","1451606400000"
"Little Dalmatian","https://www.saatchiart.com/art/Painting-Little-Dalmatian/836648/3435967/view","Little Dalmatian","Emma Rojas","France","11","8","140","59","12","Animal","Acrylic","1388534400000"
"A little hiding place III","https://www.saatchiart.com/art/Painting-A-little-hiding-place-III/574303/3321769/view","A little hiding place III","Nestor Toro","United States","16","12","300","631","23","Abstract","Acrylic, Watercolor","1451606400000"
"""early mobility""","https://www.saatchiart.com/art/Painting-early-mobility/301241/2822914/view","""early mobility""","Kunstbetrieb Alujevic","Germany","16","11","245","776","18","Bicycle","Watercolor","1454371200000"
"19mm x 50m 2","https://www.saatchiart.com/art/Painting-19mm-x-50m-2/126029/2047465/view","19mm x 50m 2","Dragomir Misina","United Kingdom","4","4","190","1568","19","Abstract","Acrylic","1398902400000"
"path in the woods","https://www.saatchiart.com/art/Painting-path-in-the-woods/481815/3472841/view","path in the woods","Konrad Biro","","9","7","185","156","13","Landscape","Oil","1483228800000"
"Candy","https://www.saatchiart.com/art/Painting-Candy/698897/2875917/view","Candy","Owen Demers","United States","8","10","260","428","7","Abstract","encaustic","1079481600000"
"1015","https://www.saatchiart.com/art/Painting-1015/890209/3050609/view","1015","Tracy Schacht","United States","12","9","143","210","8","People","Oil","1451606400000"
"Just my cup of tea.","https://www.saatchiart.com/art/Painting-Just-my-cup-of-tea/648566/3242388/view","Just my cup of tea.","Sarah Lowe","United Kingdom","10","10","295","720","44","Still Life","Oil","1451606400000"
"Oksana","https://www.saatchiart.com/art/Painting-Oksana/716816/3074699/view","Oksana","Maria Iciak","Poland","12","9","250","1117","55","Nude","Watercolor","1420070400000"
"The ocean touching the coast","https://www.saatchiart.com/art/Painting-The-ocean-touching-the-coast/56712/2499919/view","The ocean touching the coast","Nelly van Nieuwenhuijzen","Netherlands","11","11","295","1393","32","Seascape","Acrylic","1420070400000"
"Spring in the mountains","https://www.saatchiart.com/art/Painting-Spring-in-the-mountains/747303/3485753/view","Spring in the mountains","Karina Plachetka","Germany","10","10","245","60","7","Landscape","Watercolor","1104537600000"
"Ovis 5","https://www.saatchiart.com/art/Painting-Ovis-5/700719/2971789/view","Ovis 5","Will Eskridge","United States","10","8","145","467","8","Animal","Spray Paint","1458604800000"
"Lily","https://www.saatchiart.com/art/Painting-Lily/704660/2539368/view","Lily","sheetal mishra","United States","8","8","145","688","25","Floral","Acrylic","1436227200000"
"Inside","https://www.saatchiart.com/art/Painting-Inside/792144/2796944/view","Inside","Elyce Abrams","United States","12","12","290","715","17","Abstract","Acrylic","1453334400000"
"Forest Fish. Double Exposure Concept (2016)","https://www.saatchiart.com/art/Painting-Forest-Fish-Double-Exposure-Concept-2016/842560/3241659/view","Forest Fish. Double Exposure Concept (2016)","Yulia Schuster","Germany","9","14","140","245","18","Abstract","Watercolor","1451606400000"
"Sunburst over Farmhouses","https://www.saatchiart.com/art/Painting-Sunburst-over-Farmhouses/796273/2573447/view","Sunburst over Farmhouses","Henry Jones","United Kingdom","9","12","240","451","12","Landscape","Watercolor","1420070400000"
"#88 of 100paintings project","https://www.saatchiart.com/art/Painting-88-of-100paintings-project/792144/3154217/view","#88 of 100paintings project","Elyce Abrams","United States","12","12","295","352","15","Abstract","Acrylic","1451606400000"
"Oranges 1","https://www.saatchiart.com/art/Painting-Oranges-1/908221/3441580/view","Oranges 1","Katarina Vicenova","United States","6","6","135","75","13","Botanic","Oil","1483228800000"
"Blue flowers","https://www.saatchiart.com/art/Painting-Blue-flowers/409683/3248073/view","Blue flowers","Elena Blanco","United Kingdom","11","8","280","356","21","Floral","Watercolor","1420070400000"
"La Conner Tulip Fields","https://www.saatchiart.com/art/Painting-La-Conner-Tulip-Fields/16087/3362717/view","La Conner Tulip Fields","David Edwards","Canada","12","12","400","82","8","Landscape","Acrylic","1451606400000"
"Lady","https://www.saatchiart.com/art/Painting-Lady/902404/3303471/view","Lady","Tamara Shevchuk","Ukraine","31","23","340","114","5","Women","Oil","1451606400000"
"Nº 3163  Entre pilares","https://www.saatchiart.com/art/Painting-N-3163-Entre-pilares/743547/3056676/view","Nº 3163  Entre pilares","Andres Vivo","Uruguay","9","11","215","432","8","Seascape","Oil","1451606400000"
"winter darkness","https://www.saatchiart.com/art/Painting-winter-darkness/294412/3322166/view","winter darkness","siri skogstad berntsen","Norway","11","8","295","252","11","Portrait","Watercolor","1072915200000"
"Lilac Whisper (Featured Painting)","https://www.saatchiart.com/art/Painting-Lilac-Whisper-Featured-Painting/8619/2745979/view","Lilac Whisper (Featured Painting)","Lisa Carney","Canada","6","6","135","1857","39","Abstract","Acrylic","1420070400000"
"Fluidity","https://www.saatchiart.com/art/Painting-Fluidity/731920/3101125/view","Fluidity","Monique Dufour","Canada","22","30","390","466","13","Abstract","Acrylic","1451606400000"
"Grooming","https://www.saatchiart.com/art/Painting-Grooming/770932/2555221/view","Grooming","Agnes Bodor","United States","14","20","190","561","13","Animal","Watercolor","1437264000000"
"Girl with Earrings","https://www.saatchiart.com/art/Painting-Girl-with-Earrings/782532/2440055/view","Girl with Earrings","Ewa Ludwiczak","Germany","12","9","185","1533","34","Women","Watercolor","1388534400000"
